t10-03	7	10	0.5233674370896625	0	warm
t10-04	10	13	0.6710306933806962	0.0	rainy
t10-05	9	12	0.6039276240426266	0.0	cool
t10-06	8	11	0.543534861638364	0.0	cool
t10-07	7	10	0.48918137547452756	0.0	cool
t10-08	6	9	0.4402632379270748	0	hot
t10-09	5	8	0.3962369141343673	0	warm
t10-10	5	7	0.35661322272093054	0	warm
t10-11	4	6	0.3209519004488375	0	hot
t10-12	4	6	0.2888567104039537	0	hot
t10-13	3	5	0.25997103936355836	0	hot
t10-14	3	5	0.23397393542720252	0	hot
t10-15	3	4	0.21057654188448227	0	warm
t10-16	2	4	0.18951888769603403	0	warm
t10-17	2	3	0.17056699892643062	0	warm
t10-18	2	3	0.15351029903378757	0	hot
t10-19	2	3	0.13815926913040882	0	hot
t10-20	1	2	0.12434334221736794	0	warm
t10-21	1	2	0.11190900799563114	0.0	cool
t10-22	1	2	0.10071810719606802	0.0	cool
t10-23	1	2	0.09064629647646122	0.0	cool
t10-24	1	2	0.0815816668288151	0	hot
t10-25	1	1	0.07342350014593359	0	hot
t10-26	0	1	0.06608115013134022	0	hot
t10-27	0	1	0.0594730351182062	0	hot
t10-28	0	1	0.05352573160638558	0	warm
t10-29	0	1	0.04817315844574702	0	warm
t10-30	0	1	0.04335584260117232	0	warm
t10-31	12	17	0.8390202583410551	0	very rainy
t11-01	11	15	0.7551182325069495	0	warm
t11-02	10	14	0.6796064092562546	0	warm
t11-03	9	12	0.6116457683306291	0	warm
t11-04	8	11	0.5504811914975662	0.0	cool
t11-05	7	10	0.49543307234780964	0.0	cool
t11-06	6	9	0.4458897651130287	0	warm
t11-07	6	8	0.4013007886017258	0	warm
t11-08	5	7	0.3611707097415532	0	warm
t11-09	4	7	0.32505363876739785	0	warm
t11-10	4	6	0.29254827489065804	0	warm
t11-11	3	5	0.2632934474015922	0	warm
t11-12	3	5	0.236964102661433	0	warm
t11-13	3	4	0.2132676923952897	0.0	cool
t11-14	2	4	0.19194092315576072	0	warm
t11-15	2	3	0.17274683084018466	0	warm
t11-16	2	3	0.1554721477561662	0	warm
t11-17	2	3	0.13992493298054956	0	warm
t11-18	1	3	0.1259324396824946	0	warm
t11-19	1	2	0.11333919571424514	0	warm
t11-20	1	2	0.10200527614282062	0	warm
t11-21	1	2	0.09180474852853857	0.0	cool
t11-22	1	2	0.08262427367568471	0.0	cool
t11-23	1	1	0.07436184630811624	0.0	cool
t11-24	1	1	0.06692566167730461	0.0	cool
t11-25	0	1	0.06023309550957415	0.0	cool
t11-26	0	1	0.05420978595861673	0.0	cool
t11-27	0	1	0.04878880736275506	2.0	snowy
t11-28	8	11	0.5439099266264795	0	warm
t11-29	7	10	0.48951893396383156	0	warm
t11-30	6	9	0.4405670405674484	0.0	cool
t12-01	5	8	0.39651033651070355	0.0	cool
t12-02	5	7	0.3568593028596332	0	warm
t12-03	4	6	0.32117337257366985	0.0	cool
t12-04	4	6	0.28905603531630286	0.0	cool
t12-05	3	5	0.26015043178467256	0.0	cool
t12-06	3	5	0.2341353886062053	0.0	cool
t12-07	3	4	0.21072184974558478	0.0	cool
t12-08	2	4	0.1896496647710263	0.0	cool
t12-09	2	3	0.17068469829392366	0.0	cool
t12-10	2	3	0.1536162284645313	0.0	cool
t12-11	2	3	0.13825460561807817	0.0	cold
t12-12	1	2	0.12442914505627035	0.0	cool
t12-13	1	2	0.11198623055064331	0.0	cool
t12-14	1	2	0.10078760749557898	0.0	cold
t12-15	1	2	0.09070884674602109	0.0	cool
t12-16	1	2	0.08163796207141898	0.0	cold
t12-17	1	1	0.07347416586427707	0.0	cold
t12-18	0	1	0.06612674927784937	0.0	cold
t12-19	0	1	0.05951407435006443	0.0	cold
t12-20	0	1	0.05356266691505798	0.0	cool
t12-21	0	1	0.04820640022355219	0.0	cold
t12-22	0	1	0.04338576020119697	0.0	cold
t12-23	0	1	0.03904718418107728	0.0	cold
t12-24	0	1	0.035142465762969546	0.0	cold
t12-25	0	1	0.03162821918667259	0.0	cold
t12-26	0	1	0.028465397268005333	0.0	cold
t12-27	0	1	0.025618857541204798	0.0	cold
t12-28	0	0	0.023056971787084317	0.0	cold
t12-29	0	0	0.020751274608375885	0.0	cold
t12-30	0	0	0.018676147147538295	0.0	cold
t12-31	0	0	0.016808532432784466	0.0	cold
t01-01	0	0	0.015127679189506018	0.0	cool
t01-02	0	0	0.013614911270555417	0.0	cool
t01-03	0	0	0.012253420143499876	0.0	cool
t01-04	0	0	0.011028078129149889	0.0	cool
t01-05	0	0	0.0099252703162349	0.0	cool
t01-06	0	0	0.008932743284611409	0.0	cool
t01-07	0	0	0.008039468956150268	0.0	cold
t01-08	0	0	0.007235522060535241	0.0	cool
t01-09	0	0	0.006511969854481717	0.0	cool
t01-10	0	0	0.005860772869033546	0.0	cool
t01-11	0	0	0.0052746955821301915	0.0	cool
t01-12	0	0	0.004747226023917172	0.0	cool
t01-13	0	0	0.004272503421525455	0.0	cool
t01-14	0	0	0.003845253079372909	0.0	cool
t01-15	0	0	0.0034607277714356183	0.0	cool
t01-16	0	0	0.0031146549942920564	0.0	cold
t01-16	0	0	0.0028031894948628506	0.0	cool
t01-16	0	0	0.0025228705453765655	0.0	cool
t01-16	0	0	0.002270583490838909	0.0	cool
t01-16	0	0	0.0020435251417550183	0.0	cool
t01-16	0	0	0.0018391726275795166	0.0	cool
t01-16	0	0	0.001655255364821565	0.0	cool
t01-16	0	0	0.0014897298283394083	0.0	cool
t01-16	0	0	0.0013407568455054675	0.0	cool
t01-16	0	0	0.0012066811609549209	0.0	cool
t01-16	0	0	0.0010860130448594287	0.0	cold
t01-16	0	0	0.000977411740373486	0.0	cold
t01-16	0	0	0.0008796705663361373	0.0	cold
t01-16	0	0	0.0007917035097025236	0.0	cold
t01-16	0	0	0.0007125331587322713	0.0	cold
t01-16	0	0	0.0006412798428590441	0.0	cold
t01-16	3	4	0.20057715185857314	0.0	rainy
t02-02	2	4	0.18051943667271583	0.0	cold
t02-03	2	3	0.16246749300544425	0.0	cool
t02-04	2	3	0.14622074370489982	0.0	cool
t02-05	1	3	0.13159866933440983	0.0	cool
t02-06	1	2	0.11843880240096885	0.0	cool
t02-07	1	2	0.10659492216087196	0.0	cool
t02-08	1	2	0.09593542994478477	2.0	snowy
t02-09	1	2	0.08634188695030628	4.0	snowy
t02-10	1	2	0.07770769825527565	6.0	snowy
t02-11	1	1	0.0699369284297481	5.82	cool
t02-12	0	1	0.06294323558677328	5.6454	cool
t02-13	8	11	0.556648912028096	0.6454000000000004	warm
t02-14	7	10	0.5009840208252864	0	warm
t02-15	6	9	0.45088561874275773	0	warm
t02-16	6	8	0.40579705686848194	0	warm
t02-17	5	7	0.36521735118163373	0.0	cold
t02-18	4	7	0.32869561606347036	0.0	cool
t02-19	4	6	0.29582605445712334	0	warm
t02-20	3	5	0.266243449011411	0.0	cool
t02-21	3	5	0.2396191041102699	0.0	cold
t02-22	3	4	0.2156571936992429	0.0	cool
t02-23	2	4	0.19409147432931861	0.0	cold
t02-24	2	3	0.17468232689638674	0.0	cold
t02-25	2	3	0.15721409420674806	0.0	cold
t02-26	2	3	0.14149268478607324	0	warm
t02-27	1	3	0.12734341630746593	0.0	cool
t02-28	1	2	0.11460907467671934	0.0	cool
